"location","seagrassnet_sitecode","transect","quadrat","species","date_sampling","month","day","year","time","percent_cover","prior_yr_mean_daily_mean_temp","prior_yr_min_daily_mean_temp","prior_yr_max_daily_mean_temp","prior_yr_q1_daily_mean_temp","prior_yr_q3_daily_mean_temp","period_avg_mean_daily_mean_temp"
"Duck Harbor Beach","MA20.1","A",12,"ZM",2016-07-04,7,4,2016,"05:30:00",0,20.5989130434783,7.21,26.13,18.335,23.47,20.7292723093938
"Duck Harbor Beach","MA20.1","A",1,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",2,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",3,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",4,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",5,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",6,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",7,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",8,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",9,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",10,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",11,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",12,"ZM",2017-06-24,6,24,2017,NA,0,21.8985869565217,10.55,26.43,19.9225,23.88,20.7292723093938
"Duck Harbor Beach","MA20.1","A",1,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",2,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",3,"ZM",2018-07-14,7,14,2018,NA,1,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",4,"ZM",2018-07-14,7,14,2018,NA,1,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",5,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",6,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",7,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",8,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",9,"ZM",2018-07-14,7,14,2018,NA,10,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",10,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",11,"ZM",2018-07-14,7,14,2018,NA,1,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",12,"ZM",2018-07-14,7,14,2018,NA,0,20.2416304347826,8.75,24.27,18.2525,22.82,20.7292723093938
"Duck Harbor Beach","MA20.1","A",1,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",2,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",3,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",4,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",5,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",6,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",7,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",8,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",9,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",10,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",11,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",12,"ZM",2019-08-02,8,2,2019,NA,0,20.7039130434783,10.01,25.31,19.1675,23.005,20.7292723093938
"Duck Harbor Beach","MA20.1","A",1,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",2,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",3,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",4,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",5,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",6,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",7,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",8,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",9,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",10,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",11,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Duck Harbor Beach","MA20.1","A",12,"ZM",2021-06-25,6,25,2021,NA,0,21.5370652173913,12.05,27.12,19.4025,24.305,20.7292723093938
"Fire Island","NY41.1","B",1,"ZM",2007-07-26,7,26,2007,NA,1,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2007-07-26,7,26,2007,NA,1,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2007-07-26,7,26,2007,NA,15,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2007-07-26,7,26,2007,NA,1,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2007-07-26,7,26,2007,NA,40,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2007-07-26,7,26,2007,NA,10,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2007-07-26,7,26,2007,NA,0,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2007-07-26,7,26,2007,NA,5,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2007-07-26,7,26,2007,NA,20,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2007-07-26,7,26,2007,NA,5,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2007-07-26,7,26,2007,NA,3,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2007-07-26,7,26,2007,NA,0,24.1247368421053,16.78,30.04,22.0325,26.005,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2009-08-13,8,13,2009,NA,3,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2009-08-13,8,13,2009,NA,5,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2009-08-13,8,13,2009,NA,5,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2009-08-13,8,13,2009,NA,0,24.824,19.34,28.21,24.035,26.195,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2010-05-27,5,27,2010,NA,5,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2010-05-27,5,27,2010,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2011-08-05,8,5,2011,NA,0,25.3544565217391,19.02,28.77,23.775,27.2175,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2012-08-07,8,7,2012,NA,0,24.9764835164835,19.56,29.2,23.74,26.61,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2013-07-25,7,25,2013,NA,0,25.3431506849315,18.07,28.92,23.24,27.49,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2014-08-20,8,20,2014,NA,0,23.0138636363636,16.14,27.85,22.01,24.2075,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2015-08-20,8,20,2015,NA,0,22.5781927710843,17.39,26.19,21.65,23.625,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2016-08-31,8,31,2016,NA,0,23.2804347826087,14.77,27.35,22.155,25.2675,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2017-08-17,8,17,2017,NA,0,23.7910869565217,17.72,28.45,22.505,25.7525,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",9,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",10,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",11,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",12,"ZM",2018-08-14,8,14,2018,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",1,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",2,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",3,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",4,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",5,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",6,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",7,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
"Fire Island","NY41.1","B",8,"ZM",2019-09-19,9,19,2019,NA,0,NA,NA,NA,NA,NA,24.3240880922738
